Time (h)	Temperature (K)	Fission rate (fiss / m3 s)	Hydrostatic stress (MPa)	Grain radius (m)	Xe produced (at/m3)	Xe in grain (at/m3)	Xe in intragranular solution (at/m3)	Xe in intragranular bubbles (at/m3)	Xe at grain boundary (at/m3)	Xe released (at/m3)	Kr produced (at/m3)	Kr in grain (at/m3)	Kr in intragranular solution (at/m3)	Kr in intragranular bubbles (at/m3)	Kr at grain boundary (at/m3)	Kr released (at/m3)	Fission gas release (/)	Intragranular bubble concentration (bub/m3)	Intragranular bubble radius (m)	Intragranular gas bubble swelling (/)	Intergranular bubble concentration (bub/m2)	Intergranular atoms per bubble (at/bub)	Intergranular vacancies per bubble (vac/bub)	Intergranular bubble radius (m)	Intergranular bubble area (m2)	Intergranular bubble volume (m3)	Intergranular fractional coverage (/)	Intergranular saturation fractional coverage (/)	Intergranular gas swelling (/)	Intergranular fractional intactness (/)	Burnup (MWd/kgUO2)	U235 (at/m3)	U238 (at/m3)	
31494	1273	1e+19	50	5e-06	2.721082e+26	9.174045e+25	7.642369e+25	1.531676e+25	1.803677e+26	0	3.401352e+25	1.146756e+25	9.552961e+24	1.914595e+24	2.254596e+25	0	0	4.473688e+23	7.218189e-10	0.0007047566	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.4759	7.209709e+26	2.301694e+28	
31495	1273	1e+19	50	5e-06	2.721168e+26	9.174148e+25	7.642459e+25	1.531689e+25	1.803753e+26	0	3.40146e+25	1.146769e+25	9.553074e+24	1.914611e+24	2.254691e+25	0	0	4.473673e+23	7.218217e-10	0.0007047625	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.47712	7.209709e+26	2.301694e+28	
31496	1273	1e+19	50	5e-06	2.721254e+26	9.174252e+25	7.64255e+25	1.531702e+25	1.803829e+26	0	3.401568e+25	1.146782e+25	9.553188e+24	1.914627e+24	2.254786e+25	0	0	4.473659e+23	7.218245e-10	0.0007047684	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.47834	7.209709e+26	2.301694e+28	
31497	1273	1e+19	50	5e-06	2.721341e+26	9.174356e+25	7.642641e+25	1.531715e+25	1.803905e+26	0	3.401676e+25	1.146794e+25	9.553301e+24	1.914643e+24	2.254882e+25	0	0	4.473644e+23	7.218273e-10	0.0007047743	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.47956	7.209709e+26	2.301694e+28	
31498	1273	1e+19	50	5e-06	2.721427e+26	9.174459e+25	7.642732e+25	1.531727e+25	1.803981e+26	0	3.401784e+25	1.146807e+25	9.553415e+24	1.914659e+24	2.254977e+25	0	0	4.47363e+23	7.218301e-10	0.0007047802	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.48078	7.209709e+26	2.301694e+28	
31499	1273	1e+19	50	5e-06	2.721514e+26	9.174563e+25	7.642823e+25	1.53174e+25	1.804057e+26	0	3.401892e+25	1.14682e+25	9.553529e+24	1.914675e+24	2.255072e+25	0	0	4.473615e+23	7.218329e-10	0.0007047861	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.482	7.209709e+26	2.301694e+28	
31500	1273	1e+19	50	5e-06	2.7216e+26	9.174667e+25	7.642914e+25	1.531753e+25	1.804133e+26	0	3.402e+25	1.146833e+25	9.553642e+24	1.914691e+24	2.255167e+25	0	0	4.473601e+23	7.218357e-10	0.000704792	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.48323	7.209709e+26	2.301694e+28	
31501	1273	1e+19	50	5e-06	2.721686e+26	9.17477e+25	7.643004e+25	1.531766e+25	1.804209e+26	0	3.402108e+25	1.146846e+25	9.553756e+24	1.914708e+24	2.255262e+25	0	0	4.473586e+23	7.218385e-10	0.0007047979	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.48445	7.209709e+26	2.301694e+28	
31502	1273	1e+19	50	5e-06	2.721773e+26	9.174874e+25	7.643095e+25	1.531779e+25	1.804285e+26	0	3.402216e+25	1.146859e+25	9.553869e+24	1.914724e+24	2.255357e+25	0	0	4.473572e+23	7.218413e-10	0.0007048038	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.48567	7.209709e+26	2.301694e+28	
31503	1273	1e+19	50	5e-06	2.721859e+26	9.174978e+25	7.643186e+25	1.531792e+25	1.804361e+26	0	3.402324e+25	1.146872e+25	9.553983e+24	1.91474e+24	2.255452e+25	0	0	4.473557e+23	7.218441e-10	0.0007048097	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.48689	7.209709e+26	2.301694e+28	
31504	1273	1e+19	50	5e-06	2.721946e+26	9.175081e+25	7.643277e+25	1.531805e+25	1.804437e+26	0	3.402432e+25	1.146885e+25	9.554096e+24	1.914756e+24	2.255547e+25	0	0	4.473542e+23	7.218469e-10	0.0007048156	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.48811	7.209709e+26	2.301694e+28	
31505	1273	1e+19	50	5e-06	2.722032e+26	9.175185e+25	7.643368e+25	1.531817e+25	1.804514e+26	0	3.40254e+25	1.146898e+25	9.55421e+24	1.914772e+24	2.255642e+25	0	0	4.473528e+23	7.218497e-10	0.0007048216	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.48933	7.209709e+26	2.301694e+28	
31506	1273	1e+19	50	5e-06	2.722118e+26	9.175289e+25	7.643458e+25	1.53183e+25	1.80459e+26	0	3.402648e+25	1.146911e+25	9.554323e+24	1.914788e+24	2.255737e+25	0	0	4.473513e+23	7.218525e-10	0.0007048275	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.49056	7.209709e+26	2.301694e+28	
31507	1273	1e+19	50	5e-06	2.722205e+26	9.175392e+25	7.643549e+25	1.531843e+25	1.804666e+26	0	3.402756e+25	1.146924e+25	9.554437e+24	1.914804e+24	2.255832e+25	0	0	4.473499e+23	7.218553e-10	0.0007048334	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.49178	7.209709e+26	2.301694e+28	
31508	1273	1e+19	50	5e-06	2.722291e+26	9.175496e+25	7.64364e+25	1.531856e+25	1.804742e+26	0	3.402864e+25	1.146937e+25	9.55455e+24	1.91482e+24	2.255927e+25	0	0	4.473484e+23	7.218581e-10	0.0007048393	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.493	7.209709e+26	2.301694e+28	
31509	1273	1e+19	50	5e-06	2.722378e+26	9.175599e+25	7.643731e+25	1.531869e+25	1.804818e+26	0	3.402972e+25	1.14695e+25	9.554663e+24	1.914836e+24	2.256022e+25	0	0	4.47347e+23	7.218609e-10	0.0007048452	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.49422	7.209709e+26	2.301694e+28	
31510	1273	1e+19	50	5e-06	2.722464e+26	9.175703e+25	7.643822e+25	1.531882e+25	1.804894e+26	0	3.40308e+25	1.146963e+25	9.554777e+24	1.914852e+24	2.256117e+25	0	0	4.473455e+23	7.218637e-10	0.0007048511	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.49544	7.209709e+26	2.301694e+28	
31511	1273	1e+19	50	5e-06	2.72255e+26	9.175807e+25	7.643912e+25	1.531894e+25	1.80497e+26	0	3.403188e+25	1.146976e+25	9.55489e+24	1.914868e+24	2.256212e+25	0	0	4.473441e+23	7.218665e-10	0.000704857	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.49666	7.209709e+26	2.301694e+28	
31512	1273	1e+19	50	5e-06	2.722637e+26	9.17591e+25	7.644003e+25	1.531907e+25	1.805046e+26	0	3.403296e+25	1.146989e+25	9.555004e+24	1.914884e+24	2.256307e+25	0	0	4.473426e+23	7.218693e-10	0.0007048629	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.49789	7.209709e+26	2.301694e+28	
31513	1273	1e+19	50	5e-06	2.722723e+26	9.176014e+25	7.644094e+25	1.53192e+25	1.805122e+26	0	3.403404e+25	1.147002e+25	9.555117e+24	1.9149e+24	2.256402e+25	0	0	4.473412e+23	7.218721e-10	0.0007048688	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.49911	7.209709e+26	2.301694e+28	
31514	1273	1e+19	50	5e-06	2.72281e+26	9.176117e+25	7.644185e+25	1.531933e+25	1.805198e+26	0	3.403512e+25	1.147015e+25	9.555231e+24	1.914916e+24	2.256497e+25	0	0	4.473397e+23	7.218749e-10	0.0007048747	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.50033	7.209709e+26	2.301694e+28	
31515	1273	1e+19	50	5e-06	2.722896e+26	9.176221e+25	7.644275e+25	1.531946e+25	1.805274e+26	0	3.40362e+25	1.147028e+25	9.555344e+24	1.914932e+24	2.256592e+25	0	0	4.473382e+23	7.218777e-10	0.0007048806	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.50155	7.209709e+26	2.301694e+28	
31516	1273	1e+19	50	5e-06	2.722982e+26	9.176325e+25	7.644366e+25	1.531959e+25	1.80535e+26	0	3.403728e+25	1.147041e+25	9.555458e+24	1.914948e+24	2.256687e+25	0	0	4.473368e+23	7.218805e-10	0.0007048865	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.50277	7.209709e+26	2.301694e+28	
31517	1273	1e+19	50	5e-06	2.723069e+26	9.176428e+25	7.644457e+25	1.531971e+25	1.805426e+26	0	3.403836e+25	1.147054e+25	9.555571e+24	1.914964e+24	2.256782e+25	0	0	4.473353e+23	7.218833e-10	0.0007048924	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.50399	7.209709e+26	2.301694e+28	
31518	1273	1e+19	50	5e-06	2.723155e+26	9.176532e+25	7.644548e+25	1.531984e+25	1.805502e+26	0	3.403944e+25	1.147066e+25	9.555684e+24	1.91498e+24	2.256878e+25	0	0	4.473339e+23	7.218861e-10	0.0007048983	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.50522	7.209709e+26	2.301694e+28	
31519	1273	1e+19	50	5e-06	2.723242e+26	9.176635e+25	7.644638e+25	1.531997e+25	1.805578e+26	0	3.404052e+25	1.147079e+25	9.555798e+24	1.914996e+24	2.256973e+25	0	0	4.473324e+23	7.218889e-10	0.0007049042	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.50644	7.209709e+26	2.301694e+28	
31520	1273	1e+19	50	5e-06	2.723328e+26	9.176739e+25	7.644729e+25	1.53201e+25	1.805654e+26	0	3.40416e+25	1.147092e+25	9.555911e+24	1.915012e+24	2.257068e+25	0	0	4.47331e+23	7.218917e-10	0.0007049101	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.50766	7.209709e+26	2.301694e+28	
31521	1273	1e+19	50	5e-06	2.723414e+26	9.176842e+25	7.64482e+25	1.532023e+25	1.80573e+26	0	3.404268e+25	1.147105e+25	9.556025e+24	1.915028e+24	2.257163e+25	0	0	4.473295e+23	7.218945e-10	0.000704916	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.50888	7.209709e+26	2.301694e+28	
31522	1273	1e+19	50	5e-06	2.723501e+26	9.176946e+25	7.64491e+25	1.532035e+25	1.805806e+26	0	3.404376e+25	1.147118e+25	9.556138e+24	1.915044e+24	2.257258e+25	0	0	4.473281e+23	7.218973e-10	0.0007049219	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.5101	7.209709e+26	2.301694e+28	
31523	1273	1e+19	50	5e-06	2.723587e+26	9.177049e+25	7.645001e+25	1.532048e+25	1.805882e+26	0	3.404484e+25	1.147131e+25	9.556251e+24	1.91506e+24	2.257353e+25	0	0	4.473266e+23	7.219001e-10	0.0007049278	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.51132	7.209709e+26	2.301694e+28	
31524	1273	1e+19	50	5e-06	2.723674e+26	9.177153e+25	7.645092e+25	1.532061e+25	1.805958e+26	0	3.404592e+25	1.147144e+25	9.556365e+24	1.915076e+24	2.257448e+25	0	0	4.473252e+23	7.219029e-10	0.0007049337	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.51255	7.209709e+26	2.301694e+28	
31525	1273	1e+19	50	5e-06	2.72376e+26	9.177256e+25	7.645183e+25	1.532074e+25	1.806034e+26	0	3.4047e+25	1.147157e+25	9.556478e+24	1.915092e+24	2.257543e+25	0	0	4.473237e+23	7.219057e-10	0.0007049396	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.51377	7.209709e+26	2.301694e+28	
31526	1273	1e+19	50	5e-06	2.723846e+26	9.17736e+25	7.645273e+25	1.532087e+25	1.80611e+26	0	3.404808e+25	1.14717e+25	9.556592e+24	1.915108e+24	2.257638e+25	0	0	4.473223e+23	7.219085e-10	0.0007049455	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.51499	7.209709e+26	2.301694e+28	
31527	1273	1e+19	50	5e-06	2.723933e+26	9.177463e+25	7.645364e+25	1.5321e+25	1.806186e+26	0	3.404916e+25	1.147183e+25	9.556705e+24	1.915124e+24	2.257733e+25	0	0	4.473208e+23	7.219113e-10	0.0007049514	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.51621	7.209709e+26	2.301694e+28	
31528	1273	1e+19	50	5e-06	2.724019e+26	9.177567e+25	7.645455e+25	1.532112e+25	1.806263e+26	0	3.405024e+25	1.147196e+25	9.556818e+24	1.91514e+24	2.257828e+25	0	0	4.473194e+23	7.219141e-10	0.0007049573	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.51743	7.209709e+26	2.301694e+28	
31529	1273	1e+19	50	5e-06	2.724106e+26	9.17767e+25	7.645545e+25	1.532125e+25	1.806339e+26	0	3.405132e+25	1.147209e+25	9.556932e+24	1.915157e+24	2.257923e+25	0	0	4.473179e+23	7.219169e-10	0.0007049632	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.51865	7.209709e+26	2.301694e+28	
31530	1273	1e+19	50	5e-06	2.724192e+26	9.177774e+25	7.645636e+25	1.532138e+25	1.806415e+26	0	3.40524e+25	1.147222e+25	9.557045e+24	1.915173e+24	2.258018e+25	0	0	4.473165e+23	7.219197e-10	0.0007049691	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.51988	7.209709e+26	2.301694e+28	
31531	1273	1e+19	50	5e-06	2.724278e+26	9.177877e+25	7.645727e+25	1.532151e+25	1.806491e+26	0	3.405348e+25	1.147235e+25	9.557158e+24	1.915189e+24	2.258113e+25	0	0	4.47315e+23	7.219225e-10	0.000704975	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.5211	7.209709e+26	2.301694e+28	
31532	1273	1e+19	50	5e-06	2.724365e+26	9.177981e+25	7.645817e+25	1.532164e+25	1.806567e+26	0	3.405456e+25	1.147248e+25	9.557272e+24	1.915205e+24	2.258208e+25	0	0	4.473136e+23	7.219252e-10	0.0007049809	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.52232	7.209709e+26	2.301694e+28	
31533	1273	1e+19	50	5e-06	2.724451e+26	9.178084e+25	7.645908e+25	1.532176e+25	1.806643e+26	0	3.405564e+25	1.147261e+25	9.557385e+24	1.915221e+24	2.258303e+25	0	0	4.473121e+23	7.21928e-10	0.0007049868	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.52354	7.209709e+26	2.301694e+28	
31534	1273	1e+19	50	5e-06	2.724538e+26	9.178188e+25	7.645999e+25	1.532189e+25	1.806719e+26	0	3.405672e+25	1.147273e+25	9.557498e+24	1.915237e+24	2.258399e+25	0	0	4.473107e+23	7.219308e-10	0.0007049927	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.52476	7.209709e+26	2.301694e+28	
31535	1273	1e+19	50	5e-06	2.724624e+26	9.178291e+25	7.646089e+25	1.532202e+25	1.806795e+26	0	3.40578e+25	1.147286e+25	9.557612e+24	1.915253e+24	2.258494e+25	0	0	4.473092e+23	7.219336e-10	0.0007049986	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.52598	7.209709e+26	2.301694e+28	
31536	1273	1e+19	50	5e-06	2.72471e+26	9.178395e+25	7.64618e+25	1.532215e+25	1.806871e+26	0	3.405888e+25	1.147299e+25	9.557725e+24	1.915269e+24	2.258589e+25	0	0	4.473077e+23	7.219364e-10	0.0007050045	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.52721	7.209709e+26	2.301694e+28	
31537	1273	1e+19	50	5e-06	2.724797e+26	9.178498e+25	7.646271e+25	1.532228e+25	1.806947e+26	0	3.405996e+25	1.147312e+25	9.557838e+24	1.915285e+24	2.258684e+25	0	0	4.473063e+23	7.219392e-10	0.0007050104	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.52843	7.209709e+26	2.301694e+28	
31538	1273	1e+19	50	5e-06	2.724883e+26	9.178602e+25	7.646361e+25	1.532241e+25	1.807023e+26	0	3.406104e+25	1.147325e+25	9.557951e+24	1.915301e+24	2.258779e+25	0	0	4.473048e+23	7.21942e-10	0.0007050163	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.52965	7.209709e+26	2.301694e+28	
31539	1273	1e+19	50	5e-06	2.72497e+26	9.178705e+25	7.646452e+25	1.532253e+25	1.807099e+26	0	3.406212e+25	1.147338e+25	9.558065e+24	1.915317e+24	2.258874e+25	0	0	4.473034e+23	7.219448e-10	0.0007050222	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.53087	7.209709e+26	2.301694e+28	
31540	1273	1e+19	50	5e-06	2.725056e+26	9.178809e+25	7.646542e+25	1.532266e+25	1.807175e+26	0	3.40632e+25	1.147351e+25	9.558178e+24	1.915333e+24	2.258969e+25	0	0	4.473019e+23	7.219476e-10	0.0007050281	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.53209	7.209709e+26	2.301694e+28	
31541	1273	1e+19	50	5e-06	2.725142e+26	9.178912e+25	7.646633e+25	1.532279e+25	1.807251e+26	0	3.406428e+25	1.147364e+25	9.558291e+24	1.915349e+24	2.259064e+25	0	0	4.473005e+23	7.219504e-10	0.000705034	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.53331	7.209709e+26	2.301694e+28	
31542	1273	1e+19	50	5e-06	2.725229e+26	9.179015e+25	7.646724e+25	1.532292e+25	1.807327e+26	0	3.406536e+25	1.147377e+25	9.558405e+24	1.915365e+24	2.259159e+25	0	0	4.47299e+23	7.219532e-10	0.0007050399	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.53454	7.209709e+26	2.301694e+28	
31543	1273	1e+19	50	5e-06	2.725315e+26	9.179119e+25	7.646814e+25	1.532305e+25	1.807403e+26	0	3.406644e+25	1.14739e+25	9.558518e+24	1.915381e+24	2.259254e+25	0	0	4.472976e+23	7.21956e-10	0.0007050458	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.53576	7.209709e+26	2.301694e+28	
31544	1273	1e+19	50	5e-06	2.725402e+26	9.179222e+25	7.646905e+25	1.532317e+25	1.807479e+26	0	3.406752e+25	1.147403e+25	9.558631e+24	1.915397e+24	2.259349e+25	0	0	4.472961e+23	7.219588e-10	0.0007050517	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.53698	7.209709e+26	2.301694e+28	
31545	1273	1e+19	50	5e-06	2.725488e+26	9.179326e+25	7.646996e+25	1.53233e+25	1.807555e+26	0	3.40686e+25	1.147416e+25	9.558744e+24	1.915413e+24	2.259444e+25	0	0	4.472947e+23	7.219616e-10	0.0007050575	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.5382	7.209709e+26	2.301694e+28	
31546	1273	1e+19	50	5e-06	2.725574e+26	9.179429e+25	7.647086e+25	1.532343e+25	1.807631e+26	0	3.406968e+25	1.147429e+25	9.558858e+24	1.915429e+24	2.259539e+25	0	0	4.472932e+23	7.219643e-10	0.0007050634	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.53942	7.209709e+26	2.301694e+28	
31547	1273	1e+19	50	5e-06	2.725661e+26	9.179533e+25	7.647177e+25	1.532356e+25	1.807708e+26	0	3.407076e+25	1.147442e+25	9.558971e+24	1.915445e+24	2.259634e+25	0	0	4.472918e+23	7.219671e-10	0.0007050693	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.54064	7.209709e+26	2.301694e+28	
31548	1273	1e+19	50	5e-06	2.725747e+26	9.179636e+25	7.647267e+25	1.532369e+25	1.807784e+26	0	3.407184e+25	1.147454e+25	9.559084e+24	1.915461e+24	2.25973e+25	0	0	4.472903e+23	7.219699e-10	0.0007050752	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.54187	7.209709e+26	2.301694e+28	
31549	1273	1e+19	50	5e-06	2.725834e+26	9.179739e+25	7.647358e+25	1.532381e+25	1.80786e+26	0	3.407292e+25	1.147467e+25	9.559197e+24	1.915477e+24	2.259825e+25	0	0	4.472889e+23	7.219727e-10	0.0007050811	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.54309	7.209709e+26	2.301694e+28	
31550	1273	1e+19	50	5e-06	2.72592e+26	9.179843e+25	7.647448e+25	1.532394e+25	1.807936e+26	0	3.4074e+25	1.14748e+25	9.559311e+24	1.915493e+24	2.25992e+25	0	0	4.472874e+23	7.219755e-10	0.000705087	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.54431	7.209709e+26	2.301694e+28	
31551	1273	1e+19	50	5e-06	2.726006e+26	9.179946e+25	7.647539e+25	1.532407e+25	1.808012e+26	0	3.407508e+25	1.147493e+25	9.559424e+24	1.915509e+24	2.260015e+25	0	0	4.47286e+23	7.219783e-10	0.0007050929	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.54553	7.209709e+26	2.301694e+28	
31552	1273	1e+19	50	5e-06	2.726093e+26	9.180049e+25	7.64763e+25	1.53242e+25	1.808088e+26	0	3.407616e+25	1.147506e+25	9.559537e+24	1.915525e+24	2.26011e+25	0	0	4.472845e+23	7.219811e-10	0.0007050988	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.54675	7.209709e+26	2.301694e+28	
31553	1273	1e+19	50	5e-06	2.726179e+26	9.180153e+25	7.64772e+25	1.532433e+25	1.808164e+26	0	3.407724e+25	1.147519e+25	9.55965e+24	1.915541e+24	2.260205e+25	0	0	4.472831e+23	7.219839e-10	0.0007051047	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.54797	7.209709e+26	2.301694e+28	
31554	1273	1e+19	50	5e-06	2.726266e+26	9.180256e+25	7.647811e+25	1.532445e+25	1.80824e+26	0	3.407832e+25	1.147532e+25	9.559763e+24	1.915557e+24	2.2603e+25	0	0	4.472816e+23	7.219867e-10	0.0007051106	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.5492	7.209709e+26	2.301694e+28	
31555	1273	1e+19	50	5e-06	2.726352e+26	9.18036e+25	7.647901e+25	1.532458e+25	1.808316e+26	0	3.40794e+25	1.147545e+25	9.559877e+24	1.915573e+24	2.260395e+25	0	0	4.472802e+23	7.219895e-10	0.0007051165	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.55042	7.209709e+26	2.301694e+28	
31556	1273	1e+19	50	5e-06	2.726438e+26	9.180463e+25	7.647992e+25	1.532471e+25	1.808392e+26	0	3.408048e+25	1.147558e+25	9.55999e+24	1.915589e+24	2.26049e+25	0	0	4.472787e+23	7.219923e-10	0.0007051224	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.55164	7.209709e+26	2.301694e+28	
31557	1273	1e+19	50	5e-06	2.726525e+26	9.180566e+25	7.648082e+25	1.532484e+25	1.808468e+26	0	3.408156e+25	1.147571e+25	9.560103e+24	1.915605e+24	2.260585e+25	0	0	4.472773e+23	7.21995e-10	0.0007051282	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.55286	7.209709e+26	2.301694e+28	
31558	1273	1e+19	50	5e-06	2.726611e+26	9.18067e+25	7.648173e+25	1.532497e+25	1.808544e+26	0	3.408264e+25	1.147584e+25	9.560216e+24	1.915621e+24	2.26068e+25	0	0	4.472758e+23	7.219978e-10	0.0007051341	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.55408	7.209709e+26	2.301694e+28	
31559	1273	1e+19	50	5e-06	2.726698e+26	9.180773e+25	7.648263e+25	1.532509e+25	1.80862e+26	0	3.408372e+25	1.147597e+25	9.560329e+24	1.915637e+24	2.260775e+25	0	0	4.472744e+23	7.220006e-10	0.00070514	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.5553	7.209709e+26	2.301694e+28	
31560	1273	1e+19	50	5e-06	2.726784e+26	9.180876e+25	7.648354e+25	1.532522e+25	1.808696e+26	0	3.40848e+25	1.14761e+25	9.560442e+24	1.915653e+24	2.26087e+25	0	0	4.472729e+23	7.220034e-10	0.0007051459	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.55653	7.209709e+26	2.301694e+28	
31561	1273	1e+19	50	5e-06	2.72687e+26	9.18098e+25	7.648445e+25	1.532535e+25	1.808772e+26	0	3.408588e+25	1.147622e+25	9.560556e+24	1.915669e+24	2.260966e+25	0	0	4.472715e+23	7.220062e-10	0.0007051518	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.55775	7.209709e+26	2.301694e+28	
31562	1273	1e+19	50	5e-06	2.726957e+26	9.181083e+25	7.648535e+25	1.532548e+25	1.808849e+26	0	3.408696e+25	1.147635e+25	9.560669e+24	1.915685e+24	2.261061e+25	0	0	4.4727e+23	7.22009e-10	0.0007051577	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.55897	7.209709e+26	2.301694e+28	
31563	1273	1e+19	50	5e-06	2.727043e+26	9.181186e+25	7.648626e+25	1.532561e+25	1.808925e+26	0	3.408804e+25	1.147648e+25	9.560782e+24	1.915701e+24	2.261156e+25	0	0	4.472686e+23	7.220118e-10	0.0007051636	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.56019	7.209709e+26	2.301694e+28	
31564	1273	1e+19	50	5e-06	2.72713e+26	9.181289e+25	7.648716e+25	1.532573e+25	1.809001e+26	0	3.408912e+25	1.147661e+25	9.560895e+24	1.915717e+24	2.261251e+25	0	0	4.472671e+23	7.220146e-10	0.0007051695	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.56141	7.209709e+26	2.301694e+28	
31565	1273	1e+19	50	5e-06	2.727216e+26	9.181393e+25	7.648807e+25	1.532586e+25	1.809077e+26	0	3.40902e+25	1.147674e+25	9.561008e+24	1.915733e+24	2.261346e+25	0	0	4.472657e+23	7.220174e-10	0.0007051753	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.56264	7.209709e+26	2.301694e+28	
31566	1273	1e+19	50	5e-06	2.727302e+26	9.181496e+25	7.648897e+25	1.532599e+25	1.809153e+26	0	3.409128e+25	1.147687e+25	9.561121e+24	1.915749e+24	2.261441e+25	0	0	4.472642e+23	7.220201e-10	0.0007051812	nan	nan	nan	nan	nan	nan	nan	0.5	nan	1	38.56386	7.209709e+26	2.301694e+28	
31567	1273	1e+19	50	5e-06	2.727389e+26	9.181599e+25	7.648988e+25	1.532612e+25	1.809229e+26	0	3.409236e+25	1.1477e+25	9.561234e+24	1.915765e+24	2.261536e+25	0	0	4.472628e+23	7.220229e-10	0.0007051871	nan	nan	-nan	-nan	-nan	-nan	nan	0.5	-nan	1	38.56508	7.209709e+26	2.301694e+28	
